economy,series,Country,Series,YR2019,YR2020,YR2021,YR2022,YR2023,YR2024,YR2025
ZWE,NY.GDP.PCAP.KD,Zimbabwe,GDP per capita (constant 2015 US$),1357.53087818754,1230.81933361016,1312.20001358807,1369.19761495571,1418.47184628799,1417.71894115853,
ZMB,NY.GDP.PCAP.KD,Zambia,GDP per capita (constant 2015 US$),1301.18132976178,1228.73500113195,1269.10821808895,1298.8480495593,1330.85998216751,1343.38966380353,
YEM,NY.GDP.PCAP.KD,"Yemen, Rep.",GDP per capita (constant 2015 US$),,,,,,,
PSE,NY.GDP.PCAP.KD,West Bank and Gaza,GDP per capita (constant 2015 US$),3378.4346209191,2922.46801084844,3051.48607007995,3099.9609010368,2888.76306072177,2072.09019517685,
VIR,NY.GDP.PCAP.KD,Virgin Islands (U.S.),GDP per capita (constant 2015 US$),36309.7438446842,35850.7433148653,37313.0484931531,36983.431060272,,,
VNM,NY.GDP.PCAP.KD,Viet Nam,GDP per capita (constant 2015 US$),3241.07648966529,3303.16949807493,3358.21734764714,3617.66311465012,3775.46375555802,4017.74604111554,
VEN,NY.GDP.PCAP.KD,"Venezuela, RB",GDP per capita (constant 2015 US$),1762.73734800083,1255.37263090506,1276.62381449407,1379.97778822986,1430.74575249312,1501.02277449885,
VUT,NY.GDP.PCAP.KD,Vanuatu,GDP per capita (constant 2015 US$),2986.2036911437,2771.87098808052,2666.30269843855,2740.27545530661,2733.35978526081,2697.09183254533,
UZB,NY.GDP.PCAP.KD,Uzbekistan,GDP per capita (constant 2015 US$),3259.36964632494,3249.05191094018,3442.7248445034,3576.71552716054,3725.67414578619,3890.41593075015,
URY,NY.GDP.PCAP.KD,Uruguay,GDP per capita (constant 2015 US$),17758.4384372986,16443.3635000843,17416.0052208869,18228.3558443761,18378.9833563662,18958.6033293537,
USA,NY.GDP.PCAP.KD,United States,GDP per capita (constant 2015 US$),60750.9898621637,59194.6665172031,62680.2503585805,63886.1317069841,65186.5977244157,66356.1706750101,
GBR,NY.GDP.PCAP.KD,United Kingdom,GDP per capita (constant 2015 US$),47864.7588712634,42982.4631007642,46487.3424706549,48433.009835767,47934.9375098983,47960.9105761942,
ARE,NY.GDP.PCAP.KD,United Arab Emirates,GDP per capita (constant 2015 US$),43468.4586811918,39878.474427695,40935.8936567784,41828.5553298104,41926.5823645673,41605.4168670844,
UKR,NY.GDP.PCAP.KD,Ukraine,GDP per capita (constant 2015 US$),2398.07836914063,2324.107421875,2426.6123046875,1874.66296386719,2164.26123046875,2219.04248046875,
UGA,NY.GDP.PCAP.KD,Uganda,GDP per capita (constant 2015 US$),920.939101515671,917.0350317644,919.401675217265,933.094056370423,955.745797275462,986.090145363924,
TUV,NY.GDP.PCAP.KD,Tuvalu,GDP per capita (constant 2015 US$),4345.99606453315,4233.0183205634,4396.04894488478,4515.29701517492,4773.34085526672,,
TCA,NY.GDP.PCAP.KD,Turks and Caicos Islands,GDP per capita (constant 2015 US$),52419.8862128617,33739.4253991739,42907.7492465912,48307.3079245499,54523.0330927151,57179.29601876,
TKM,NY.GDP.PCAP.KD,Turkmenistan,GDP per capita (constant 2015 US$),6718.16608056274,6965.11226889286,7248.70763225719,7551.03650143157,7880.44528570939,8231.49544263659,
TUR,NY.GDP.PCAP.KD,Turkiye,GDP per capita (constant 2015 US$),12238.2950220128,12338.643833135,13670.938029516,14273.5747654873,14932.8851363122,15395.0278894893,
TUN,NY.GDP.PCAP.KD,Tunisia,GDP per capita (constant 2015 US$),4153.27978615515,3749.26841452928,3902.53322990199,3986.54558325666,3967.33387634534,4006.20588267443,
TTO,NY.GDP.PCAP.KD,Trinidad and Tobago,GDP per capita (constant 2015 US$),17225.361633712,15679.9611486825,15558.0940536829,15712.230497272,15922.7668349788,16312.4849555716,
TON,NY.GDP.PCAP.KD,Tonga,GDP per capita (constant 2015 US$),4566.07497816235,4647.0076512901,4612.90046969933,4533.96790206106,4680.29974543195,,
TGO,NY.GDP.PCAP.KD,Togo,GDP per capita (constant 2015 US$),810.512262603518,808.300697079208,829.786700130989,861.508010803054,893.753030300995,931.029965529857,
TLS,NY.GDP.PCAP.KD,Timor-Leste,GDP per capita (constant 2015 US$),1507.24743550088,1947.83992943521,2015.82035757039,1579.71085276403,1279.21122757564,1149.21888298011,
THA,NY.GDP.PCAP.KD,Thailand,GDP per capita (constant 2015 US$),6434.53770518034,6035.18627737077,6121.52696529713,6278.7855138276,6408.41432577294,6574.46109387985,
TZA,NY.GDP.PCAP.KD,Tanzania,GDP per capita (constant 2015 US$),1051.7666015625,1041.25964355469,1054.31726074219,1070.58532714844,1092.86413574219,1120.77416992188,
TJK,NY.GDP.PCAP.KD,Tajikistan,GDP per capita (constant 2015 US$),1148.34676712493,1171.90127480359,1254.06999592306,1325.75545290849,1407.1075436221,1496.33813395037,
SYR,NY.GDP.PCAP.KD,Syrian Arab Republic,GDP per capita (constant 2015 US$),771.518695271305,740.811397013438,734.334236323426,712.272278200037,,,
CHE,NY.GDP.PCAP.KD,Switzerland,GDP per capita (constant 2015 US$),87123.6604234257,84637.0132935333,88661.2029776281,90605.019427268,90077.4460280731,90067.4645431168,
SWE,NY.GDP.PCAP.KD,Sweden,GDP per capita (constant 2015 US$),53024.4099494317,51624.5811789573,53997.1337068799,54304.1877501033,53937.7967122429,54209.9474264877,
SUR,NY.GDP.PCAP.KD,Suriname,GDP per capita (constant 2015 US$),8677.30522021731,7213.10766669943,6973.89941868115,7081.33357325783,7186.47308739957,7246.2576795921,
SDN,NY.GDP.PCAP.KD,Sudan,GDP per capita (constant 2015 US$),1126.55297851563,1056.86474609375,1009.54888916016,973.225280761719,677.723205566406,578.38916015625,
VCT,NY.GDP.PCAP.KD,St. Vincent and the Grenadines,GDP per capita (constant 2015 US$),8294.67434486665,7989.74651933597,8211.33588012942,8532.7381341339,9051.35208011007,9485.18771201686,
MAF,NY.GDP.PCAP.KD,St. Martin (French part),GDP per capita (constant 2015 US$),,,,,,,
LCA,NY.GDP.PCAP.KD,St. Lucia,GDP per capita (constant 2015 US$),11114.7785940338,8379.27495097388,9336.92127417129,11224.2899455738,11440.0829538276,11854.9517233237,
KNA,NY.GDP.PCAP.KD,St. Kitts and Nevis,GDP per capita (constant 2015 US$),22297.7644995701,18918.8263456611,19031.8211910603,21050.758653729,21664.0333984701,21692.2406392872,
LKA,NY.GDP.PCAP.KD,Sri Lanka,GDP per capita (constant 2015 US$),4455.78189608267,4227.23315306594,4357.97225779491,4033.14561476298,3964.91987394354,4186.4986638365,
ESP,NY.GDP.PCAP.KD,Spain,GDP per capita (constant 2015 US$),28301.4393949563,25077.019882928,26705.3629138959,28203.1093419474,28558.6319817501,29245.2192451729,
SSD,NY.GDP.PCAP.KD,South Sudan,GDP per capita (constant 2015 US$),,,,,,,
ZAF,NY.GDP.PCAP.KD,South Africa,GDP per capita (constant 2015 US$),6032.82972598668,5569.58483319272,5750.90937479584,5786.86505344736,5756.55049453121,5715.47531469148,
SOM,NY.GDP.PCAP.KD,"Somalia, Fed. Rep.",GDP per capita (constant 2015 US$),494.444039712339,462.867053737236,461.627830725978,460.046226685196,464.721069525567,467.269910194415,
SLB,NY.GDP.PCAP.KD,Solomon Islands,GDP per capita (constant 2015 US$),2043.09139778307,1930.65510307199,1880.5519827183,1788.61727922057,1795.88798697142,1806.38367324387,
SVN,NY.GDP.PCAP.KD,Slovenia,GDP per capita (constant 2015 US$),23943.1800949889,22811.8050540778,24665.4410464026,25275.715967757,25773.9015835069,26134.627203987,
SVK,NY.GDP.PCAP.KD,Slovak Republic,GDP per capita (constant 2015 US$),18250.9802475637,17763.8563847352,18808.4540496595,18964.8298400624,19383.3732009401,19776.1758069498,
SXM,NY.GDP.PCAP.KD,Sint Maarten (Dutch part),GDP per capita (constant 2015 US$),33877.976645467,28920.3773007159,29834.6350068383,33523.6038330075,34300.9634216479,34840.1808966872,
SGP,NY.GDP.PCAP.KD,Singapore,GDP per capita (constant 2015 US$),61345.5291820062,59189.70385743,67731.2610711717,68218.805333562,66167.3596303607,67706.8336149739,
SLE,NY.GDP.PCAP.KD,Sierra Leone,GDP per capita (constant 2015 US$),1046.96778078594,1010.25294614757,1045.7661615758,1077.08884538507,1113.86837500697,1137.29005673054,
SYC,NY.GDP.PCAP.KD,Seychelles,GDP per capita (constant 2015 US$),19481.6461053742,17048.361729788,17005.0422063679,15869.6738782504,16242.4365925219,16586.4074964781,
SRB,NY.GDP.PCAP.KD,Serbia,GDP per capita (constant 2015 US$),6870.75810896296,6850.96742168834,7465.67601077148,7862.95387364846,8208.4786891507,8580.26105823259,
SEN,NY.GDP.PCAP.KD,Senegal,GDP per capita (constant 2015 US$),1379.60875249861,1361.79143748646,1414.5395109385,1433.1991875241,1458.96642332589,1511.89280670234,
SAU,NY.GDP.PCAP.KD,Saudi Arabia,GDP per capita (constant 2015 US$),24905.6697428558,22827.671935548,24922.6716948944,26706.917926066,25634.8237547841,24963.3322139095,
STP,NY.GDP.PCAP.KD,Sao Tome and Principe,GDP per capita (constant 2015 US$),1420.66008316091,1430.84119299096,1428.28676097975,1403.23356704678,1380.60169416257,1368.14347554019,
SMR,NY.GDP.PCAP.KD,San Marino,GDP per capita (constant 2015 US$),43525.4225717352,40506.8521137898,46834.1395065822,51277.3460993917,51323.7972635865,,
WSM,NY.GDP.PCAP.KD,Samoa,GDP per capita (constant 2015 US$),4466.08075482035,4283.06392492734,4032.13733959294,4095.15868286688,4688.4631403154,4880.54418032056,
RWA,NY.GDP.PCAP.KD,Rwanda,GDP per capita (constant 2015 US$),874.639658935978,826.391307701022,896.271033574985,948.413686948024,1004.33216650024,1070.45003770926,
RUS,NY.GDP.PCAP.KD,Russian Federation,GDP per capita (constant 2015 US$),9882.0244140625,9632.3251953125,10231.318359375,10119.0625,10562.0263671875,11043.259765625,
ROU,NY.GDP.PCAP.KD,Romania,GDP per capita (constant 2015 US$),11197.3162915853,10854.049431887,11546.3224998072,12076.3033811896,12340.8170509969,12459.9112061891,
QAT,NY.GDP.PCAP.KD,Qatar,GDP per capita (constant 2015 US$),63430.3717285437,57769.5836053284,65488.5460040395,64315.6355652952,65337.9507645329,62157.3751791848,
PRI,NY.GDP.PCAP.KD,Puerto Rico (US),GDP per capita (constant 2015 US$),29185.0969964707,28144.7223184239,28416.6231262223,29643.7408907829,30012.9242468103,30971.2620550191,
PRT,NY.GDP.PCAP.KD,Portugal,GDP per capita (constant 2015 US$),21569.1874752919,19778.7139525722,20747.6990734163,22042.8680283647,22417.1615864385,22647.3791895579,
POL,NY.GDP.PCAP.KD,Poland,GDP per capita (constant 2015 US$),15221.3090624454,15090.2228440113,16368.6239689025,17303.64494323,17410.3830137066,18000.5034591285,
PHL,NY.GDP.PCAP.KD,Philippines,GDP per capita (constant 2015 US$),3575.88170922922,3198.66690008413,3350.97587587776,3577.70136573244,3744.69763802928,3925.3048697218,
PER,NY.GDP.PCAP.KD,Peru,GDP per capita (constant 2015 US$),6626.26083494969,5831.83024758521,6547.84718181776,6667.51695632036,6568.0002779793,6711.19403272527,
PRY,NY.GDP.PCAP.KD,Paraguay,GDP per capita (constant 2015 US$),6243.53620897823,6109.19608100826,6278.11006663809,6218.19790694162,6449.23028812969,6640.83816613117,
PNG,NY.GDP.PCAP.KD,Papua New Guinea,GDP per capita (constant 2015 US$),2572.56177967896,2438.61137922293,2378.3716816549,2467.23488790877,2515.29070398356,2564.73748186493,
PAN,NY.GDP.PCAP.KD,Panama,GDP per capita (constant 2015 US$),15602.5420714581,12647.0826553801,14552.9401400295,15956.0653932059,16877.1508423953,17122.720655567,
PLW,NY.GDP.PCAP.KD,Palau,GDP per capita (constant 2015 US$),15600.1871093094,14532.9898440558,12612.2906184953,12820.3765209089,13128.1314312511,,
PAK,NY.GDP.PCAP.KD,Pakistan,GDP per capita (constant 2015 US$),1573.8330826937,1526.00597486307,1595.02792175422,1642.28066974826,1610.33122837537,1634.56735260799,
OMN,NY.GDP.PCAP.KD,Oman,GDP per capita (constant 2015 US$),18089.586668488,17743.8858800477,18291.3387983888,18792.4460565306,17853.9645119949,17347.2911339051,
NOR,NY.GDP.PCAP.KD,Norway,GDP per capita (constant 2015 US$),76712.2871160349,75287.2059527598,77812.7115614383,79620.1635455079,78775.7495154943,79667.5272314776,
MNP,NY.GDP.PCAP.KD,Northern Mariana Islands,GDP per capita (constant 2015 US$),21451.4401636511,15410.1186923944,16365.016735395,19461.8611129744,,,
MKD,NY.GDP.PCAP.KD,North Macedonia,GDP per capita (constant 2015 US$),5961.58475399191,5743.72649424581,6064.92315120022,6250.62720952063,6423.99221393369,6628.84686594032,
NGA,NY.GDP.PCAP.KD,Nigeria,GDP per capita (constant 2015 US$),2431.53528472982,2228.68631422888,2206.66406250067,2254.29080416892,2280.91931156115,2324.64881202751,
NER,NY.GDP.PCAP.KD,Niger,GDP per capita (constant 2015 US$),532.186024570389,533.194328910254,523.263179518652,566.797962983866,557.572652727864,595.151744559316,
NIC,NY.GDP.PCAP.KD,Nicaragua,GDP per capita (constant 2015 US$),2019.91518620044,1950.19181218473,2128.30881395452,2175.73899144405,2241.12235476653,2290.47162505995,
NZL,NY.GDP.PCAP.KD,New Zealand,GDP per capita (constant 2015 US$),40727.8822513384,39785.473128643,41490.1148198326,42965.2749754735,42573.2308423434,42408.2378731636,
NCL,NY.GDP.PCAP.KD,New Caledonia,GDP per capita (constant 2015 US$),,,,,,,
NLD,NY.GDP.PCAP.KD,Netherlands,GDP per capita (constant 2015 US$),49254.0158854264,47086.5804192702,49780.8440526836,51777.5431588864,50960.7745021066,51178.5256968147,
NPL,NY.GDP.PCAP.KD,Nepal,GDP per capita (constant 2015 US$),1077.11796498188,1031.53618783934,1062.7888430629,1113.55462341223,1136.42769313825,1179.81272768386,
NRU,NY.GDP.PCAP.KD,Nauru,GDP per capita (constant 2015 US$),7687.19643322519,7770.69883784016,8325.88214663427,8498.6998601243,8504.80065666726,8570.95582950675,
NAM,NY.GDP.PCAP.KD,Namibia,GDP per capita (constant 2015 US$),4243.09274481966,3787.49943973286,3809.80753359714,3905.55135268164,3977.97779909619,4034.35053463284,
MMR,NY.GDP.PCAP.KD,Myanmar,GDP per capita (constant 2015 US$),1440.98988238708,1301.3138635245,1136.99566055698,1174.76697947364,1177.76649647177,1158.47928099316,
MOZ,NY.GDP.PCAP.KD,Mozambique,GDP per capita (constant 2015 US$),617.13932000195,591.804059985932,588.215854695416,596.058889461466,610.433258850746,605.604720848519,
MAR,NY.GDP.PCAP.KD,Morocco,GDP per capita (constant 2015 US$),3364.73950195313,3090.89428710938,3309.130859375,3334.91162109375,3421.21704101563,3516.15405273438,
MNE,NY.GDP.PCAP.KD,Montenegro,GDP per capita (constant 2015 US$),7470.29588471711,6351.95486320483,7198.30460781272,7773.60323941511,8278.0284985113,8540.00828913129,
MNG,NY.GDP.PCAP.KD,Mongolia,GDP per capita (constant 2015 US$),4337.8167085432,4066.03410882791,4063.53669849245,4205.88554513551,4456.53627552726,4626.79609644243,
MCO,NY.GDP.PCAP.KD,Monaco,GDP per capita (constant 2015 US$),185582.7556905,161262.925884403,194674.777609089,214359.605825981,225884.183303985,247170.219910657,
MDA,NY.GDP.PCAP.KD,Moldova,GDP per capita (constant 2015 US$),3438.67732670712,3188.91691602699,3688.16729442144,3611.95484733286,3760.7000642059,3851.51202518347,
FSM,NY.GDP.PCAP.KD,"Micronesia, Fed. Sts.",GDP per capita (constant 2015 US$),3019.25086619614,2951.77114318964,3023.96457451783,2923.25915160041,2923.05174793291,2930.27926555574,
MEX,NY.GDP.PCAP.KD,Mexico,GDP per capita (constant 2015 US$),10159.4448364319,9234.64362317923,9728.05680032556,10013.2479236143,10259.1766616403,10316.4611902215,
MUS,NY.GDP.PCAP.KD,Mauritius,GDP per capita (constant 2015 US$),11098.3137067341,9483.67602630847,9804.0031863121,10688.4383112722,11348.4337725632,11934.770909957,
MRT,NY.GDP.PCAP.KD,Mauritania,GDP per capita (constant 2015 US$),1605.1352359742,1553.30615586591,1520.3111804259,1576.75624107308,1634.89897144624,1688.6139322919,
MHL,NY.GDP.PCAP.KD,Marshall Islands,GDP per capita (constant 2015 US$),5162.81500670348,5172.57528216176,5455.31642282232,5591.46421459004,5482.44553639985,5811.03355673487,
MLT,NY.GDP.PCAP.KD,Malta,GDP per capita (constant 2015 US$),29522.661886008,27861.8202844538,31436.3493030938,31430.6187070236,33408.2005015872,34670.0815997119,
MLI,NY.GDP.PCAP.KD,Mali,GDP per capita (constant 2015 US$),909.751069703313,872.389426814294,872.332509419855,877.817842432934,892.360907760383,909.755317910813,
MDV,NY.GDP.PCAP.KD,Maldives,GDP per capita (constant 2015 US$),11194.9253748064,7295.60220956454,9759.2219360708,10939.9963271738,11439.5364342871,11798.791369146,
MYS,NY.GDP.PCAP.KD,Malaysia,GDP per capita (constant 2015 US$),10902.9834855856,10171.4657842762,10388.2667120857,11191.6511756943,11445.3925275079,11883.79127749,
MWI,NY.GDP.PCAP.KD,Malawi,GDP per capita (constant 2015 US$),569.866249371948,559.447086086067,569.968967322435,560.635759714941,557.03523965791,551.95152347056,
MDG,NY.GDP.PCAP.KD,Madagascar,GDP per capita (constant 2015 US$),467.27741349648,422.924255422319,431.599103077746,438.516263353189,445.834551910581,453.383067004772,
MAC,NY.GDP.PCAP.KD,"Macao SAR, China",GDP per capita (constant 2015 US$),75724.6078280261,33853.7761550109,41634.2386139903,34000.7134128308,59474.3964251614,63377.2932129214,
LUX,NY.GDP.PCAP.KD,Luxembourg,GDP per capita (constant 2015 US$),107591.965850496,105274.2471768,110873.185245175,107467.187082637,105422.829667869,104147.1739928,
LTU,NY.GDP.PCAP.KD,Lithuania,GDP per capita (constant 2015 US$),17431.7239081591,17443.65526328,18569.7057246217,18884.5152531698,18685.5523679178,19092.6451176955,
LIE,NY.GDP.PCAP.KD,Liechtenstein,GDP per capita (constant 2015 US$),,,,,,,
LBY,NY.GDP.PCAP.KD,Libya,GDP per capita (constant 2015 US$),8768.4104874586,6102.79864032512,7731.35448152581,7002.68189296358,7630.49664928174,7696.0807819319,
LBR,NY.GDP.PCAP.KD,Liberia,GDP per capita (constant 2015 US$),636.699384824869,605.025475431411,621.927983063426,638.005183858289,653.329188343162,665.101337624192,
LSO,NY.GDP.PCAP.KD,Lesotho,GDP per capita (constant 2015 US$),1040.99351014117,944.834128375429,955.221236301503,967.51928598325,974.382478149793,991.069661910744,
LBN,NY.GDP.PCAP.KD,Lebanon,GDP per capita (constant 2015 US$),8064.04873416236,6440.82843092922,5973.41933892988,5909.03651555028,5834.63415739394,,
LVA,NY.GDP.PCAP.KD,Latvia,GDP per capita (constant 2015 US$),15328.3859933295,14900.7295718866,16070.1680032322,16421.3748596,16229.3844520245,16374.773539624,
LAO,NY.GDP.PCAP.KD,Lao PDR,GDP per capita (constant 2015 US$),2554.95638019245,2529.74622698761,2556.58912640405,2589.05015191628,2648.88726608035,2721.07810663082,
KGZ,NY.GDP.PCAP.KD,Kyrgyz Republic,GDP per capita (constant 2015 US$),1201.87701429721,1093.32856461422,1132.5546781282,1212.17812721768,1298.25724482211,1391.68404329929,
KWT,NY.GDP.PCAP.KD,Kuwait,GDP per capita (constant 2015 US$),26580.2264741607,25541.5378987908,26203.2617257856,26579.8321646876,24716.196765637,23867.826500295,
XKX,NY.GDP.PCAP.KD,Kosovo,GDP per capita (constant 2015 US$),4219.06693858503,3990.94613053859,4429.87597525975,4666.3913779077,5102.74914613981,5631.68223392136,
KOR,NY.GDP.PCAP.KD,"Korea, Rep.",GDP per capita (constant 2015 US$),33496.3113815643,33215.9298928108,34792.9397214598,35809.0138105144,36347.7036392553,37048.4264001496,
PRK,NY.GDP.PCAP.KD,"Korea, Dem. People's Rep.",GDP per capita (constant 2015 US$),,,,,,,
KIR,NY.GDP.PCAP.KD,Kiribati,GDP per capita (constant 2015 US$),1835.21963082467,1777.0447605811,1893.52661599343,1948.24312238625,1968.80973802094,2041.87601786956,
KEN,NY.GDP.PCAP.KD,Kenya,GDP per capita (constant 2015 US$),1645.70961777862,1609.33414078281,1698.89578271444,1747.53198804428,1811.21651838425,1860.02287047776,
KAZ,NY.GDP.PCAP.KD,Kazakhstan,GDP per capita (constant 2015 US$),10989.6840718388,10565.0359816235,10873.3915275276,11058.3482413407,11453.3952725363,11872.7842626298,
JOR,NY.GDP.PCAP.KD,Jordan,GDP per capita (constant 2015 US$),3919.06426916073,3806.87949354914,3874.32714084633,3909.80228869045,3958.23043952182,4016.83429143296,
JPN,NY.GDP.PCAP.KD,Japan,GDP per capita (constant 2015 US$),36043.7844013518,34642.9718743239,35741.1601062924,36238.3294895302,36952.5150709861,37152.5636003552,
JAM,NY.GDP.PCAP.KD,Jamaica,GDP per capita (constant 2015 US$),5814.79275311692,5317.84145033966,5607.45378253877,5965.46127464873,6127.90771263434,6096.4327030963,
ITA,NY.GDP.PCAP.KD,Italy,GDP per capita (constant 2015 US$),32180.4341017428,29469.7989238626,32267.7091050201,33891.8866526216,34239.6554751239,34495.2545799636,
ISR,NY.GDP.PCAP.KD,Israel,GDP per capita (constant 2015 US$),39407.2016076709,37935.5432717179,40804.9689802536,42516.3888090274,42011.6213954855,41845.1660567523,
IMN,NY.GDP.PCAP.KD,Isle of Man,GDP per capita (constant 2015 US$),95110.1385990737,86595.0676099275,89873.5420093569,86103.3379308107,,,
IRL,NY.GDP.PCAP.KD,Ireland,GDP per capita (constant 2015 US$),76485.635854651,80927.936475395,92781.2322150786,97793.5366671697,93541.9643678381,94474.9879707069,
IRQ,NY.GDP.PCAP.KD,Iraq,GDP per capita (constant 2015 US$),4898.14897652265,4213.99843766061,4182.5006404573,4412.99733146512,4337.08705324182,4180.29619477317,
IRN,NY.GDP.PCAP.KD,"Iran, Islamic Rep.",GDP per capita (constant 2015 US$),4952.45669081078,5132.82430762118,5300.62271961895,5465.31447539413,5687.84396330117,5834.44296939863,
IDN,NY.GDP.PCAP.KD,Indonesia,GDP per capita (constant 2015 US$),3850.90321738979,3739.44906563161,3850.68877253903,4024.91225288391,4192.65167890692,4367.86266621191,
IND,NY.GDP.PCAP.KD,India,GDP per capita (constant 2015 US$),1936.03067741067,1806.50110583878,1965.30943437506,2098.2112447615,2270.9051808027,2396.94999213544,
ISL,NY.GDP.PCAP.KD,Iceland,GDP per capita (constant 2015 US$),57118.8452718755,52464.3072858637,54285.0209153958,57606.8756094882,60019.4084189868,59307.1777759714,
HUN,NY.GDP.PCAP.KD,Hungary,GDP per capita (constant 2015 US$),15290.8085466331,14664.2971195385,15787.9535427563,16487.7973935944,16375.0462724192,16518.6369936397,
HKG,NY.GDP.PCAP.KD,"Hong Kong SAR, China",GDP per capita (constant 2015 US$),44195.2768644431,41451.2981131333,44530.9262090583,43281.6852291306,43550.6298747786,44712.7654725532,
HND,NY.GDP.PCAP.KD,Honduras,GDP per capita (constant 2015 US$),2447.61649282181,2189.43168668222,2423.76634916911,2482.22384904714,2527.27366333188,2573.37159995648,
HTI,NY.GDP.PCAP.KD,Haiti,GDP per capita (constant 2015 US$),1394.42114071112,1331.69778506932,1292.71954963551,1256.72143592448,1219.11871645847,1154.87300909888,
GUY,NY.GDP.PCAP.KD,Guyana,GDP per capita (constant 2015 US$),6278.63054079553,9010.61000469878,10711.9973374148,17365.3336428642,23101.3538282741,33034.9576389333,
GNB,NY.GDP.PCAP.KD,Guinea-Bissau,GDP per capita (constant 2015 US$),706.298562874985,710.275129060129,729.627090607537,752.901123263165,779.085789155531,793.692157673779,
GIN,NY.GDP.PCAP.KD,Guinea,GDP per capita (constant 2015 US$),926.42221954853,945.570903389665,973.646890096159,987.502501465337,1016.88094800324,1045.92207475817,
GTM,NY.GDP.PCAP.KD,Guatemala,GDP per capita (constant 2015 US$),4139.12203836307,4005.83911593999,4268.62858565412,4385.14891178047,4470.70728455461,4563.09590652717,
GUM,NY.GDP.PCAP.KD,Guam,GDP per capita (constant 2015 US$),36830.1264410973,32884.8852646787,33239.4846327875,34627.9862781837,,,
GRD,NY.GDP.PCAP.KD,Grenada,GDP per capita (constant 2015 US$),9785.56040240592,8413.28335500372,8782.32193426078,9406.19337643226,9817.86383583917,10196.0049872434,
GRL,NY.GDP.PCAP.KD,Greenland,GDP per capita (constant 2015 US$),48170.7896955512,48169.9406957389,48709.9339758895,49679.3365414895,49929.7755428605,,
GRC,NY.GDP.PCAP.KD,Greece,GDP per capita (constant 2015 US$),19216.6759579785,17486.951333323,19232.9683327114,20552.3223279685,21050.8648111581,21494.6856060599,
GIB,NY.GDP.PCAP.KD,Gibraltar,GDP per capita (constant 2015 US$),,,,,,,
GHA,NY.GDP.PCAP.KD,Ghana,GDP per capita (constant 2015 US$),1999.55372220211,1970.19411460398,2030.04866500967,2067.20895910766,2091.8133564595,2167.72691406678,
DEU,NY.GDP.PCAP.KD,Germany,GDP per capita (constant 2015 US$),44235.2658954682,42372.8726784255,44011.0194631674,44817.1316331389,44368.9920074881,44027.7631554469,
GEO,NY.GDP.PCAP.KD,Georgia,GDP per capita (constant 2015 US$),4975.81148194814,4659.60925318234,5175.19865185825,5736.30449578597,6180.6206023429,6808.07398025981,
GMB,NY.GDP.PCAP.KD,"Gambia, The",GDP per capita (constant 2015 US$),682.797642940426,670.758642891251,689.49323955737,710.686979216316,735.612383709511,758.96588872906,
GAB,NY.GDP.PCAP.KD,Gabon,GDP per capita (constant 2015 US$),6817.56879468764,6534.27966528997,6479.04900690761,6527.48207900404,6541.2536861807,6618.98685865885,
PYF,NY.GDP.PCAP.KD,French Polynesia,GDP per capita (constant 2015 US$),21289.8751241139,19026.790444196,19626.2332540206,20160.4994298379,20664.9770259225,20846.6514059991,
FRA,NY.GDP.PCAP.KD,France,GDP per capita (constant 2015 US$),38705.2072940618,35709.2045925926,38030.8571685178,38868.3303330557,39319.4152227295,39683.3953489029,
FIN,NY.GDP.PCAP.KD,Finland,GDP per capita (constant 2015 US$),45898.5708448954,44690.9801103074,45792.0454180872,46016.1492103929,45357.0296547377,45254.0358658917,
FJI,NY.GDP.PCAP.KD,Fiji,GDP per capita (constant 2015 US$),5701.10435269432,4721.1228189763,4507.33353596072,5291.51693123572,5761.5694863591,5935.20896505673,
FRO,NY.GDP.PCAP.KD,Faroe Islands,GDP per capita (constant 2015 US$),56029.4991512974,54301.6594145787,56270.2511347442,57775.0758629956,59050.1954015578,59257.6449307094,
ETH,NY.GDP.PCAP.KD,Ethiopia,GDP per capita (constant 2015 US$),744.702789753973,768.705424485209,790.65701959778,811.177729326201,842.44660489404,883.458588619291,
SWZ,NY.GDP.PCAP.KD,Eswatini,GDP per capita (constant 2015 US$),3759.67106964666,3609.3669136859,3719.03838239806,3695.64957179548,3790.16576788091,3864.20550510839,
EST,NY.GDP.PCAP.KD,Estonia,GDP per capita (constant 2015 US$),20579.8756732376,19946.945696898,21570.6658455268,21023.2994937246,20126.3730486957,20078.1397620993,
ERI,NY.GDP.PCAP.KD,Eritrea,GDP per capita (constant 2015 US$),,,,,,,
GNQ,NY.GDP.PCAP.KD,Equatorial Guinea,GDP per capita (constant 2015 US$),6018.12066321865,5575.26241511492,5487.92479201992,5524.24312418579,5118.21986148331,5041.94038551173,
SLV,NY.GDP.PCAP.KD,El Salvador,GDP per capita (constant 2015 US$),4143.11437097867,3808.53195436409,4247.54750394978,4355.96083888359,4489.17787712717,4585.22599757795,
EGY,NY.GDP.PCAP.KD,"Egypt, Arab Rep.",GDP per capita (constant 2015 US$),3701.2446345188,3770.86947867421,3837.31992324447,4029.78295457978,4111.3118478995,4137.60929232898,
ECU,NY.GDP.PCAP.KD,Ecuador,GDP per capita (constant 2015 US$),5971.38938386723,5355.68934196443,5815.09477390949,6107.49495006543,6174.81822806637,5999.39391066593,
